Line	Date	Time	SpectrumFile	LibraryFile	Water vapor H2O	Unit	 Compensation	 Residual	Carbon dioxide CO2	Unit	 Compensation	 Residual	Carbon monoxide CO	Unit	 Compensation	 Residual	Nitrous oxide N2O	Unit	 Compensation	 Residual	Ammonia NH3	Unit	 Compensation	 Residual	Methane CH4	Unit	 Compensation	 Residual	Pressure	Unit	 Compensation	 Residual	Cell temperature	Unit	 Compensation	 Residual	Electronics temperature	Unit	 Compensation	 Residual	 Status
0	2024-07-09	12:00:08	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00131.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.32	vol-%	wet	0.0026	1043.55	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.3030	ppm	wet	0.0002	 0.082	ppm	wet	0.0011	 1.664	ppm	wet	0.0023	945.40	mbar	N/A	0.0000	 43.53	C	N/A	0.0000	 52.82	C	N/A	0.0000	OK
0	2024-07-09	12:00:38	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00132.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.32	vol-%	wet	0.0026	1042.98	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.3081	ppm	wet	0.0002	 0.068	ppm	wet	0.0010	 1.646	ppm	wet	0.0022	945.30	mbar	N/A	0.0000	 43.49	C	N/A	0.0000	 52.86	C	N/A	0.0000	OK
0	2024-07-09	12:01:08	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00133.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.33	vol-%	wet	0.0026	1042.81	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.3029	ppm	wet	0.0002	 0.109	ppm	wet	0.0011	 1.666	ppm	wet	0.0022	945.30	mbar	N/A	0.0000	 43.49	C	N/A	0.0000	 52.83	C	N/A	0.0000	OK
0	2024-07-09	12:01:39	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00134.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.33	vol-%	wet	0.0025	1043.50	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.2969	ppm	wet	0.0002	 0.099	ppm	wet	0.0010	 1.631	ppm	wet	0.0023	945.30	mbar	N/A	0.0000	 43.44	C	N/A	0.0000	 52.83	C	N/A	0.0000	OK
0	2024-07-09	12:02:09	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00135.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.33	vol-%	wet	0.0026	1044.81	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.2962	ppm	wet	0.0002	 0.088	ppm	wet	0.0010	 1.634	ppm	wet	0.0023	945.30	mbar	N/A	0.0000	 43.48	C	N/A	0.0000	 52.80	C	N/A	0.0000	OK
0	2024-07-09	12:02:39	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00136.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.31	vol-%	wet	0.0025	1046.28	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.3033	ppm	wet	0.0002	 0.110	ppm	wet	0.0010	 1.662	ppm	wet	0.0023	945.30	mbar	N/A	0.0000	 43.49	C	N/A	0.0000	 52.81	C	N/A	0.0000	OK
0	2024-07-09	12:03:09	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00137.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.30	vol-%	wet	0.0026	1045.82	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.3061	ppm	wet	0.0002	 0.088	ppm	wet	0.0010	 1.677	ppm	wet	0.0022	945.30	mbar	N/A	0.0000	 43.46	C	N/A	0.0000	 52.80	C	N/A	0.0000	OK
0	2024-07-09	12:03:40	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00138.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.30	vol-%	wet	0.0026	1046.84	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.3050	ppm	wet	0.0002	 0.102	ppm	wet	0.0010	 1.674	ppm	wet	0.0022	945.30	mbar	N/A	0.0000	 43.45	C	N/A	0.0000	 52.80	C	N/A	0.0000	OK
0	2024-07-09	12:04:10	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00139.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.31	vol-%	wet	0.0025	1045.50	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.3030	ppm	wet	0.0002	 0.078	ppm	wet	0.0010	 1.660	ppm	wet	0.0022	945.30	mbar	N/A	0.0000	 43.45	C	N/A	0.0000	 52.76	C	N/A	0.0000	OK
0	2024-07-09	12:04:40	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00140.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.31	vol-%	wet	0.0025	1044.74	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.2933	ppm	wet	0.0002	 0.111	ppm	wet	0.0010	 1.653	ppm	wet	0.0022	945.30	mbar	N/A	0.0000	 43.43	C	N/A	0.0000	 52.80	C	N/A	0.0000	OK
0	2024-07-09	12:05:10	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00141.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.29	vol-%	wet	0.0026	1044.74	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.3009	ppm	wet	0.0002	 0.101	ppm	wet	0.0010	 1.658	ppm	wet	0.0022	945.30	mbar	N/A	0.0000	 43.41	C	N/A	0.0000	 52.81	C	N/A	0.0000	OK
0	2024-07-09	12:06:29	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00142.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.29	vol-%	wet	0.0026	1046.11	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.3065	ppm	wet	0.0002	 0.113	ppm	wet	0.0010	 1.691	ppm	wet	0.0022	945.30	mbar	N/A	0.0000	 43.39	C	N/A	0.0000	 52.75	C	N/A	0.0000	OK
0	2024-07-09	12:07:36	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00143.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.30	vol-%	wet	0.0025	1047.20	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.3033	ppm	wet	0.0002	 0.081	ppm	wet	0.0010	 1.665	ppm	wet	0.0022	945.20	mbar	N/A	0.0000	 43.43	C	N/A	0.0000	 52.75	C	N/A	0.0000	OK
0	2024-07-09	12:08:33	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00144.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.22	vol-%	wet	0.0025	1048.62	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.3099	ppm	wet	0.0002	 0.103	ppm	wet	0.0010	 1.696	ppm	wet	0.0021	945.10	mbar	N/A	0.0000	 43.38	C	N/A	0.0000	 52.72	C	N/A	0.0000	OK
0	2024-07-09	12:09:03	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00145.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.22	vol-%	wet	0.0026	1052.75	ppm	wet	0.0019	 0.000	ppm	wet	0.0022	0.3068	ppm	wet	0.0002	 0.109	ppm	wet	0.0010	 1.710	ppm	wet	0.0021	945.20	mbar	N/A	0.0000	 43.34	C	N/A	0.0000	 52.70	C	N/A	0.0000	OK
0	2024-07-09	12:09:33	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00146.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.24	vol-%	wet	0.0025	1052.93	ppm	wet	0.0019	 0.000	ppm	wet	0.0022	0.3088	ppm	wet	0.0002	 0.106	ppm	wet	0.0010	 1.723	ppm	wet	0.0021	945.20	mbar	N/A	0.0000	 43.34	C	N/A	0.0000	 52.71	C	N/A	0.0000	OK
0	2024-07-09	12:10:04	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00147.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.25	vol-%	wet	0.0025	1051.83	ppm	wet	0.0018	 0.000	ppm	wet	0.0021	0.2990	ppm	wet	0.0002	 0.118	ppm	wet	0.0010	 1.691	ppm	wet	0.0022	945.10	mbar	N/A	0.0000	 43.39	C	N/A	0.0000	 52.75	C	N/A	0.0000	OK
0	2024-07-09	12:10:34	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00148.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.25	vol-%	wet	0.0025	1052.03	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.3043	ppm	wet	0.0002	 0.102	ppm	wet	0.0010	 1.670	ppm	wet	0.0022	945.20	mbar	N/A	0.0000	 43.37	C	N/A	0.0000	 52.71	C	N/A	0.0000	OK
0	2024-07-09	12:11:04	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00149.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.24	vol-%	wet	0.0025	1053.55	ppm	wet	0.0019	 0.000	ppm	wet	0.0022	0.3040	ppm	wet	0.0002	 0.096	ppm	wet	0.0010	 1.693	ppm	wet	0.0022	945.10	mbar	N/A	0.0000	 43.33	C	N/A	0.0000	 52.73	C	N/A	0.0000	OK
0	2024-07-09	12:11:34	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00150.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.23	vol-%	wet	0.0026	1058.86	ppm	wet	0.0018	 0.000	ppm	wet	0.0022	0.3052	ppm	wet	0.0002	 0.076	ppm	wet	0.0010	 1.722	ppm	wet	0.0021	945.10	mbar	N/A	0.0000	 43.34	C	N/A	0.0000	 52.73	C	N/A	0.0000	OK
0	2024-07-09	12:12:05	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00151.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.23	vol-%	wet	0.0025	1062.44	ppm	wet	0.0019	 0.000	ppm	wet	0.0022	0.3115	ppm	wet	0.0002	 0.078	ppm	wet	0.0010	 1.720	ppm	wet	0.0021	945.20	mbar	N/A	0.0000	 43.35	C	N/A	0.0000	 52.71	C	N/A	0.0000	OK
0	2024-07-09	12:12:35	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00152.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.23	vol-%	wet	0.0025	1065.25	ppm	wet	0.0019	 0.000	ppm	wet	0.0022	0.3096	ppm	wet	0.0002	 0.083	ppm	wet	0.0010	 1.720	ppm	wet	0.0021	945.10	mbar	N/A	0.0000	 43.33	C	N/A	0.0000	 52.73	C	N/A	0.0000	OK
0	2024-07-09	12:13:06	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00153.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.24	vol-%	wet	0.0025	1067.17	ppm	wet	0.0019	 0.000	ppm	wet	0.0022	0.3031	ppm	wet	0.0002	 0.089	ppm	wet	0.0010	 1.709	ppm	wet	0.0021	945.10	mbar	N/A	0.0000	 43.37	C	N/A	0.0000	 52.73	C	N/A	0.0000	OK
0	2024-07-09	12:13:37	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00154.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.24	vol-%	wet	0.0025	1067.19	ppm	wet	0.0019	 0.000	ppm	wet	0.0022	0.3016	ppm	wet	0.0002	 0.098	ppm	wet	0.0010	 1.700	ppm	wet	0.0021	945.10	mbar	N/A	0.0000	 43.30	C	N/A	0.0000	 52.71	C	N/A	0.0000	OK
0	2024-07-09	12:14:07	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00155.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.24	vol-%	wet	0.0025	1069.00	ppm	wet	0.0019	 0.000	ppm	wet	0.0021	0.2961	ppm	wet	0.0002	 0.141	ppm	wet	0.0010	 1.695	ppm	wet	0.0022	945.10	mbar	N/A	0.0000	 43.32	C	N/A	0.0000	 52.75	C	N/A	0.0000	OK
0	2024-07-09	12:14:37	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00156.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.24	vol-%	wet	0.0025	1072.08	ppm	wet	0.0019	 0.000	ppm	wet	0.0022	0.2986	ppm	wet	0.0002	 0.101	ppm	wet	0.0010	 1.716	ppm	wet	0.0022	945.10	mbar	N/A	0.0000	 43.29	C	N/A	0.0000	 52.69	C	N/A	0.0000	OK
0	2024-07-09	12:15:07	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00157.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.23	vol-%	wet	0.0025	1072.46	ppm	wet	0.0019	 0.000	ppm	wet	0.0022	0.3053	ppm	wet	0.0002	 0.107	ppm	wet	0.0010	 1.736	ppm	wet	0.0021	945.10	mbar	N/A	0.0000	 43.33	C	N/A	0.0000	 52.71	C	N/A	0.0000	OK
0	2024-07-09	12:15:38	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00158.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.22	vol-%	wet	0.0025	1072.30	ppm	wet	0.0019	 0.000	ppm	wet	0.0022	0.3082	ppm	wet	0.0002	 0.092	ppm	wet	0.0010	 1.727	ppm	wet	0.0021	945.10	mbar	N/A	0.0000	 43.31	C	N/A	0.0000	 52.73	C	N/A	0.0000	OK
0	2024-07-09	12:17:04	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00159.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.23	vol-%	wet	0.0025	1072.25	ppm	wet	0.0019	 0.000	ppm	wet	0.0022	0.3044	ppm	wet	0.0002	 0.080	ppm	wet	0.0010	 1.726	ppm	wet	0.0021	945.10	mbar	N/A	0.0000	 43.29	C	N/A	0.0000	 52.69	C	N/A	0.0000	OK
0	2024-07-09	12:18:22	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00160.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.24	vol-%	wet	0.0025	1071.63	ppm	wet	0.0019	 0.000	ppm	wet	0.0022	0.3011	ppm	wet	0.0002	 0.091	ppm	wet	0.0010	 1.711	ppm	wet	0.0021	945.10	mbar	N/A	0.0000	 43.27	C	N/A	0.0000	 52.71	C	N/A	0.0000	OK
0	2024-07-09	12:19:36	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00161.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.17	vol-%	wet	0.0025	1077.43	ppm	wet	0.0019	 0.000	ppm	wet	0.0022	0.3024	ppm	wet	0.0002	 0.087	ppm	wet	0.0010	 1.715	ppm	wet	0.0021	945.10	mbar	N/A	0.0000	 43.30	C	N/A	0.0000	 52.68	C	N/A	0.0000	OK
0	2024-07-09	12:20:06	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00162.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.18	vol-%	wet	0.0025	1083.08	ppm	wet	0.0020	 0.000	ppm	wet	0.0021	0.3099	ppm	wet	0.0002	 0.082	ppm	wet	0.0010	 1.722	ppm	wet	0.0021	945.10	mbar	N/A	0.0000	 43.31	C	N/A	0.0000	 52.73	C	N/A	0.0000	OK
0	2024-07-09	12:20:37	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00163.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.18	vol-%	wet	0.0025	1084.59	ppm	wet	0.0020	 0.000	ppm	wet	0.0021	0.3076	ppm	wet	0.0002	 0.087	ppm	wet	0.0010	 1.741	ppm	wet	0.0020	945.10	mbar	N/A	0.0000	 43.29	C	N/A	0.0000	 52.72	C	N/A	0.0000	OK
0	2024-07-09	12:21:07	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00164.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.18	vol-%	wet	0.0026	1085.49	ppm	wet	0.0020	 0.000	ppm	wet	0.0022	0.3065	ppm	wet	0.0002	 0.082	ppm	wet	0.0010	 1.747	ppm	wet	0.0020	945.10	mbar	N/A	0.0000	 43.24	C	N/A	0.0000	 52.67	C	N/A	0.0000	OK
0	2024-07-09	12:21:37	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00165.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.19	vol-%	wet	0.0025	1086.56	ppm	wet	0.0020	 0.000	ppm	wet	0.0022	0.3096	ppm	wet	0.0002	 0.077	ppm	wet	0.0010	 1.766	ppm	wet	0.0020	945.10	mbar	N/A	0.0000	 43.26	C	N/A	0.0000	 52.71	C	N/A	0.0000	OK
0	2024-07-09	12:22:07	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00166.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.19	vol-%	wet	0.0025	1087.26	ppm	wet	0.0020	 0.000	ppm	wet	0.0022	0.3099	ppm	wet	0.0002	 0.099	ppm	wet	0.0010	 1.735	ppm	wet	0.0020	945.10	mbar	N/A	0.0000	 43.27	C	N/A	0.0000	 52.72	C	N/A	0.0000	OK
0	2024-07-09	12:22:38	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00167.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.19	vol-%	wet	0.0025	1087.69	ppm	wet	0.0020	 0.000	ppm	wet	0.0022	0.3097	ppm	wet	0.0002	 0.059	ppm	wet	0.0010	 1.744	ppm	wet	0.0020	945.00	mbar	N/A	0.0000	 43.26	C	N/A	0.0000	 52.68	C	N/A	0.0000	OK
0	2024-07-09	12:23:08	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00168.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.20	vol-%	wet	0.0025	1088.29	ppm	wet	0.0020	 0.000	ppm	wet	0.0021	0.3043	ppm	wet	0.0002	 0.081	ppm	wet	0.0010	 1.754	ppm	wet	0.0021	945.10	mbar	N/A	0.0000	 43.24	C	N/A	0.0000	 52.67	C	N/A	0.0000	OK
0	2024-07-09	12:23:39	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00169.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.20	vol-%	wet	0.0024	1088.95	ppm	wet	0.0020	 0.000	ppm	wet	0.0021	0.3023	ppm	wet	0.0002	 0.086	ppm	wet	0.0010	 1.738	ppm	wet	0.0021	945.10	mbar	N/A	0.0000	 43.26	C	N/A	0.0000	 52.66	C	N/A	0.0000	OK
0	2024-07-09	12:24:10	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00170.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.21	vol-%	wet	0.0025	1091.48	ppm	wet	0.0020	 0.000	ppm	wet	0.0022	0.3012	ppm	wet	0.0002	 0.073	ppm	wet	0.0011	 1.728	ppm	wet	0.0021	945.00	mbar	N/A	0.0000	 43.26	C	N/A	0.0000	 52.66	C	N/A	0.0000	OK
0	2024-07-09	12:24:40	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00171.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.21	vol-%	wet	0.0025	1093.87	ppm	wet	0.0020	 0.000	ppm	wet	0.0021	0.3011	ppm	wet	0.0002	 0.073	ppm	wet	0.0010	 1.734	ppm	wet	0.0021	945.00	mbar	N/A	0.0000	 43.22	C	N/A	0.0000	 52.69	C	N/A	0.0000	OK
0	2024-07-09	12:25:10	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00172.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.20	vol-%	wet	0.0025	1093.85	ppm	wet	0.0020	 0.000	ppm	wet	0.0021	0.3035	ppm	wet	0.0002	 0.102	ppm	wet	0.0010	 1.744	ppm	wet	0.0021	945.00	mbar	N/A	0.0000	 43.22	C	N/A	0.0000	 52.69	C	N/A	0.0000	OK
0	2024-07-09	12:25:40	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00173.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.20	vol-%	wet	0.0025	1093.21	ppm	wet	0.0020	 0.000	ppm	wet	0.0022	0.3062	ppm	wet	0.0002	 0.075	ppm	wet	0.0010	 1.767	ppm	wet	0.0021	945.00	mbar	N/A	0.0000	 43.24	C	N/A	0.0000	 52.69	C	N/A	0.0000	OK
0	2024-07-09	12:26:10	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00174.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.19	vol-%	wet	0.0025	1092.66	ppm	wet	0.0020	 0.000	ppm	wet	0.0022	0.3050	ppm	wet	0.0002	 0.080	ppm	wet	0.0010	 1.764	ppm	wet	0.0020	945.10	mbar	N/A	0.0000	 43.21	C	N/A	0.0000	 52.71	C	N/A	0.0000	OK
0	2024-07-09	12:26:40	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00175.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.18	vol-%	wet	0.0025	1092.66	ppm	wet	0.0020	 0.000	ppm	wet	0.0022	0.3061	ppm	wet	0.0002	 0.110	ppm	wet	0.0011	 1.760	ppm	wet	0.0020	945.00	mbar	N/A	0.0000	 43.23	C	N/A	0.0000	 52.69	C	N/A	0.0000	OK
0	2024-07-09	12:28:09	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00176.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.18	vol-%	wet	0.0025	1092.08	ppm	wet	0.0020	 0.000	ppm	wet	0.0022	0.3079	ppm	wet	0.0002	 0.092	ppm	wet	0.0010	 1.774	ppm	wet	0.0020	945.00	mbar	N/A	0.0000	 43.18	C	N/A	0.0000	 52.69	C	N/A	0.0000	OK
0	2024-07-09	12:29:33	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00177.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.19	vol-%	wet	0.0025	1092.20	ppm	wet	0.0020	 0.000	ppm	wet	0.0021	0.3012	ppm	wet	0.0002	 0.066	ppm	wet	0.0010	 1.758	ppm	wet	0.0020	945.00	mbar	N/A	0.0000	 43.19	C	N/A	0.0000	 52.63	C	N/A	0.0000	OK
0	2024-07-09	12:31:18	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00178.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.14	vol-%	wet	0.0024	1091.60	ppm	wet	0.0020	 0.000	ppm	wet	0.0021	0.2977	ppm	wet	0.0002	 0.080	ppm	wet	0.0010	 1.748	ppm	wet	0.0020	945.00	mbar	N/A	0.0000	 43.23	C	N/A	0.0000	 52.65	C	N/A	0.0000	OK
0	2024-07-09	12:31:48	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00179.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.16	vol-%	wet	0.0024	1098.88	ppm	wet	0.0020	 0.000	ppm	wet	0.0021	0.3014	ppm	wet	0.0002	 0.098	ppm	wet	0.0010	 1.742	ppm	wet	0.0021	945.00	mbar	N/A	0.0000	 43.19	C	N/A	0.0000	 52.67	C	N/A	0.0000	OK
0	2024-07-09	12:32:18	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00180.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.16	vol-%	wet	0.0025	1097.84	ppm	wet	0.0020	 0.000	ppm	wet	0.0021	0.2991	ppm	wet	0.0002	 0.074	ppm	wet	0.0010	 1.758	ppm	wet	0.0020	945.00	mbar	N/A	0.0000	 43.17	C	N/A	0.0000	 52.66	C	N/A	0.0000	OK
0	2024-07-09	12:32:49	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00181.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.17	vol-%	wet	0.0025	1096.30	ppm	wet	0.0020	 0.000	ppm	wet	0.0021	0.2987	ppm	wet	0.0002	 0.082	ppm	wet	0.0010	 1.776	ppm	wet	0.0020	945.00	mbar	N/A	0.0000	 43.16	C	N/A	0.0000	 52.67	C	N/A	0.0000	OK
0	2024-07-09	12:33:19	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00182.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.17	vol-%	wet	0.0025	1094.86	ppm	wet	0.0020	 0.000	ppm	wet	0.0021	0.3003	ppm	wet	0.0002	 0.078	ppm	wet	0.0010	 1.768	ppm	wet	0.0020	945.00	mbar	N/A	0.0000	 43.16	C	N/A	0.0000	 52.63	C	N/A	0.0000	OK
0	2024-07-09	12:33:49	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00183.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.16	vol-%	wet	0.0026	1094.32	ppm	wet	0.0020	 0.000	ppm	wet	0.0021	0.3022	ppm	wet	0.0002	 0.080	ppm	wet	0.0010	 1.773	ppm	wet	0.0020	945.00	mbar	N/A	0.0000	 43.13	C	N/A	0.0000	 52.68	C	N/A	0.0000	OK
0	2024-07-09	12:34:19	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00184.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.16	vol-%	wet	0.0025	1093.00	ppm	wet	0.0020	 0.000	ppm	wet	0.0022	0.3061	ppm	wet	0.0002	 0.093	ppm	wet	0.0010	 1.777	ppm	wet	0.0020	945.00	mbar	N/A	0.0000	 43.14	C	N/A	0.0000	 52.65	C	N/A	0.0000	OK
0	2024-07-09	12:34:50	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00185.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.16	vol-%	wet	0.0025	1091.48	ppm	wet	0.0020	 0.000	ppm	wet	0.0021	0.3059	ppm	wet	0.0002	 0.101	ppm	wet	0.0010	 1.780	ppm	wet	0.0019	945.10	mbar	N/A	0.0000	 43.16	C	N/A	0.0000	 52.66	C	N/A	0.0000	OK
0	2024-07-09	12:35:20	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00186.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.16	vol-%	wet	0.0025	1091.62	ppm	wet	0.0020	 0.000	ppm	wet	0.0021	0.3108	ppm	wet	0.0002	 0.065	ppm	wet	0.0010	 1.777	ppm	wet	0.0020	945.10	mbar	N/A	0.0000	 43.16	C	N/A	0.0000	 52.66	C	N/A	0.0000	OK
0	2024-07-09	12:35:51	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00187.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.16	vol-%	wet	0.0026	1090.74	ppm	wet	0.0020	 0.000	ppm	wet	0.0021	0.3067	ppm	wet	0.0002	 0.061	ppm	wet	0.0010	 1.787	ppm	wet	0.0019	945.10	mbar	N/A	0.0000	 43.14	C	N/A	0.0000	 52.70	C	N/A	0.0000	OK
0	2024-07-09	12:36:22	C:\SN58317\Samples\20240709_piu\20240709\SAMPLE_00188.SPEX	GAS-APP-006_SN58317_c14_135_Rev1.CLIB	  2.16	vol-%	wet	0.0025	1088.17	ppm	wet	0.0020	 0.000	ppm	wet	0.0021	0.3084	ppm	wet	0.0002	 0.089	ppm	wet	0.0010	 1.796	ppm	wet	0.0020	945.10	mbar	N/A	0.0000	 43.12	C	N/A	0.0000	 52.68	C	N/A	0.0000	OK
